onset	duration	sample	type	value
50.8868347496484	0	50889	Markers	Experiment start
50.8928346122584	0	50895	Markers	BL start
54.8927430189279	0	54895	Markers	Trial start
55.2017359433431	0	55204	Markers	BP
55.7027244712784	0	55705	Markers	BL start
63.6025435744506	0	63605	Markers	Trial start
63.9265361553908	0	63929	Markers	BP
64.4275246833261	0	64430	Markers	BL start
69.2274147713294	0	69230	Markers	Trial start
69.4754090925429	0	69478	Markers	BP
69.9813975059866	0	69984	Markers	BL start
79.1811868413263	0	79184	Markers	Trial start
79.4781800405215	0	79481	Markers	BP
79.9801685455585	0	79983	Markers	BL start
83.7800815318945	0	83783	Markers	Trial start
84.1170738151564	0	84120	Markers	BP
84.6190623201934	0	84622	Markers	BL start
92.8188745538657	0	92822	Markers	Trial start
93.0668688750792	0	93070	Markers	BP
93.5698573572179	0	93573	Markers	BL start
102.769646692558	0	102773	Markers	Trial start
103.081639548278	0	103085	Markers	BP
103.582628076213	0	103586	Markers	BL start
113.383403649655	0	113387	Markers	Trial start
113.654397444207	0	113658	Markers	BP
119.719258565819	0	119723	Markers	Experiment start
119.729258336836	0	119733	Markers	BL start
121.928207983402	0	121932	Markers	Trial start
122.272200106376	0	122276	Markers	BP
122.774188611413	0	122778	Markers	BL start
130.174019163751	0	130178	Markers	Trial start
130.480012156862	0	130484	Markers	BP
130.982000661899	0	130986	Markers	BL start
139.282810582839	0	139287	Markers	Trial start
139.550804446086	0	139555	Markers	BP
140.051792974022	0	140056	Markers	BL start
148.252605184796	0	148257	Markers	Trial start
148.557598200804	0	148562	Markers	BP
149.060586682943	0	149065	Markers	BL start
151.161538573546	0	151166	Markers	Trial start
151.525530238553	0	151530	Markers	BP
152.02751874359	0	152032	Markers	BL start
156.727411121426	0	156732	Markers	Trial start
157.008404686995	0	157013	Markers	BP
157.50939321493	0	157514	Markers	BL start
161.5093016216	0	161514	Markers	Trial start
161.82129447732	0	161826	Markers	BP
162.321283028154	0	162326	Markers	BL start
168.721136478825	0	168726	Markers	Trial start
168.986130410767	0	168991	Markers	BP
169.487118938702	0	169492	Markers	BL start
176.186965519873	0	176192	Markers	Trial start
176.528957688643	0	176534	Markers	BP
177.029946216579	0	177035	Markers	BL start
182.829813406249	0	182835	Markers	Trial start
183.229804246916	0	183235	Markers	BP
183.730792774852	0	183736	Markers	BL start
186.329733262085	0	186335	Markers	Trial start
186.694724904194	0	186700	Markers	BP
187.195713432129	0	187201	Markers	BL start
195.49652335307	0	195502	Markers	Trial start
195.816516025603	0	195822	Markers	BP
196.31850453064	0	196324	Markers	BL start
205.918284706647	0	205924	Markers	Trial start
206.212277974537	0	206218	Markers	BP
206.713266502473	0	206719	Markers	BL start
214.613085605645	0	214619	Markers	Trial start
214.863079881062	0	214869	Markers	BP
215.364068408997	0	215370	Markers	BL start
222.663901251169	0	222670	Markers	Trial start
222.915895480789	0	222922	Markers	BP
223.415884031622	0	223422	Markers	BL start
230.915712294128	0	230922	Markers	Trial start
231.213705470425	0	231220	Markers	BP
231.715693975462	0	231722	Markers	BL start
238.314542869364	0	238321	Markers	Trial start
238.686534351185	0	238693	Markers	BP
239.18752287912	0	239194	Markers	BL start
243.286429018855	0	243293	Markers	Trial start
243.63742098154	0	243644	Markers	BP
244.137409532373	0	244144	Markers	BL start
250.237269852544	0	250244	Markers	Trial start
250.574262135806	0	250581	Markers	BP
251.075250663742	0	251082	Markers	BL start
254.474172832309	0	254481	Markers	Trial start
254.824164817892	0	254831	Markers	BP
255.324153368726	0	255331	Markers	BL start
260.124043456729	0	260131	Markers	Trial start
260.428036495636	0	260435	Markers	BP
260.92802504647	0	260935	Markers	BL start
269.228834967411	0	269236	Markers	Trial start
269.531828029216	0	269539	Markers	BP
270.032816557151	0	270040	Markers	BL start
273.831729566386	0	273839	Markers	Trial start
274.198721162697	0	274206	Markers	BP
274.699709690633	0	274707	Markers	BL start
280.898567743869	0	280906	Markers	Trial start
281.357557233534	0	281365	Markers	BP
281.858545761469	0	281866	Markers	BL start
285.057472509703	0	285065	Markers	Trial start
285.38546499905	0	285393	Markers	BP
285.885453549884	0	285893	Markers	BL start
295.686229123326	0	295694	Markers	Trial start
296.023221406588	0	296031	Markers	BP
296.524209934523	0	296532	Markers	BL start
301.424097732693	0	301432	Markers	Trial start
301.718091000583	0	301726	Markers	BP
302.219079528519	0	302227	Markers	BL start
309.318916950357	0	309327	Markers	Trial start
309.627909874772	0	309636	Markers	BP
310.128898402707	0	310137	Markers	BL start
315.627772484776	0	315636	Markers	Trial start
315.901766210633	0	315910	Markers	BP
316.402754738568	0	316411	Markers	BL start
322.401617371471	0	322410	Markers	Trial start
322.688610799649	0	322697	Markers	BP
323.188599350483	0	323197	Markers	BL start
329.589452778256	0	329598	Markers	Trial start
329.900445656874	0	329909	Markers	BP
330.400434207708	0	330409	Markers	BL start
338.701244128649	0	338710	Markers	Trial start
338.942238610151	0	338951	Markers	BP
339.442227160984	0	339451	Markers	BL start
345.942078321822	0	345951	Markers	Trial start
346.237071566814	0	346246	Markers	BP
346.737060117648	0	346746	Markers	BL start
350.536973103984	0	350546	Markers	Trial start
350.847965982602	0	350857	Markers	BP
351.347954533436	0	351357	Markers	BL start
358.647787375607	0	358657	Markers	Trial start
358.940780666396	0	358950	Markers	BP
359.44076921723	0	359450	Markers	BL start
365.440631827234	0	365450	Markers	Trial start
365.756624591361	0	365766	Markers	BP
366.257613119296	0	366267	Markers	BL start
371.756487201365	0	371766	Markers	Trial start
372.096479415932	0	372106	Markers	BP
372.597467943867	0	372607	Markers	BL start
379.597307655539	0	379607	Markers	Trial start
379.901300694445	0	379911	Markers	BP
380.402289222381	0	380412	Markers	BL start
389.804073932257	0	389814	Markers	Trial start
390.075067726809	0	390085	Markers	BP
390.576056254744	0	390586	Markers	BL start
393.474989872478	0	393485	Markers	Trial start
393.810982178638	0	393821	Markers	BP
394.311970706574	0	394322	Markers	BL start
403.61175775208	0	403622	Markers	Trial start
403.862752004599	0	403873	Markers	BP
404.364740509636	0	404375	Markers	BL start
410.663596273038	0	410674	Markers	Trial start
410.962589426437	0	410973	Markers	BP
411.463577954372	0	411474	Markers	BL start
416.763456593209	0	416774	Markers	Trial start
417.116448510098	0	417127	Markers	BP
417.616437060931	0	417627	Markers	BL start
423.21730880737	0	423228	Markers	Trial start
423.521301846277	0	423532	Markers	BP
424.022290374213	0	424033	Markers	BL start
433.222079709552	0	433233	Markers	Trial start
433.566071832526	0	433577	Markers	BP
434.067060360461	0	434078	Markers	BL start
440.365916123864	0	440377	Markers	Trial start
440.634909964212	0	440646	Markers	BP
441.135898492148	0	441147	Markers	BL start
450.336687804589	0	450348	Markers	Trial start
450.662680339733	0	450674	Markers	BP
451.163668867668	0	451175	Markers	BL start
458.363503999673	0	458375	Markers	Trial start
458.676496832495	0	458688	Markers	BP
459.176485383328	0	459188	Markers	BL start
468.477272405937	0	468489	Markers	Trial start
468.790265238758	0	468802	Markers	BP
469.291253766694	0	469303	Markers	BL start
471.991191941196	0	472003	Markers	Trial start
472.391182781863	0	472403	Markers	BP
