name	type	units	sampling_frequency
BrainVision RDA_114	EEG	microvolts	1000.02417960521
BrainVision RDA_115	EEG	microvolts	1000.02417960521
BrainVision RDA_116	EEG	microvolts	1000.02417960521
BrainVision RDA_117	EEG	microvolts	1000.02417960521
BrainVision RDA_118	EEG	microvolts	1000.02417960521
BrainVision RDA_119	EEG	microvolts	1000.02417960521
BrainVision RDA_120	EEG	microvolts	1000.02417960521
BrainVision RDA_121	EEG	microvolts	1000.02417960521
BrainVision RDA_122	EEG	microvolts	1000.02417960521
BrainVision RDA_123	EEG	microvolts	1000.02417960521
BrainVision RDA_124	EEG	microvolts	1000.02417960521
BrainVision RDA_125	EEG	microvolts	1000.02417960521
BrainVision RDA_126	EEG	microvolts	1000.02417960521
BrainVision RDA_127	EEG	microvolts	1000.02417960521
BrainVision RDA_128	EEG	microvolts	1000.02417960521
BrainVision RDA_Gnd	EEG	microvolts	1000.02417960521
