onset	duration	sample	type	value
27.0964007536111	0	27098	Markers	Experiment start
27.1014006430368	0	27103	Markers	BL start
37.0021816837978	0	37004	Markers	Trial start
37.4161725282454	0	37418	Markers	BP
37.9161614708149	0	37918	Markers	BL start
41.1160907032596	0	41118	Markers	Trial start
41.3990844447539	0	41401	Markers	BP
41.9000733652086	0	41902	Markers	BL start
46.6999672138757	0	46702	Markers	Trial start
46.9409618841942	0	46943	Markers	BP
47.4459507161894	0	47448	Markers	BL start
51.6458578337731	0	51648	Markers	Trial start
51.8488533444563	0	51851	Markers	BP
52.349842264911	0	52352	Markers	BL start
55.8497648628974	0	55852	Markers	Trial start
56.0667600639726	0	56069	Markers	BP
56.5677489844272	0	56570	Markers	BL start
60.0676715824136	0	60070	Markers	Trial start
60.2966665181105	0	60299	Markers	BP
60.7976554385651	0	60800	Markers	BL start
70.3974431358994	0	70400	Markers	Trial start
70.6344378946773	0	70637	Markers	BP
71.1344268372468	0	71137	Markers	BL start
78.1342720332197	0	78137	Markers	Trial start
78.4352653766465	0	78438	Markers	BP
83.8811449391134	0	83884	Markers	Experiment start
83.8901447400797	0	83893	Markers	BL start
92.590952318674	0	92594	Markers	Trial start
92.8279470774519	0	92831	Markers	BP
93.3329359094471	0	93336	Markers	BL start
102.932723606781	0	102936	Markers	Trial start
103.204717591539	0	103208	Markers	BP
103.704706534109	0	103708	Markers	BL start
107.204629132095	0	107208	Markers	Trial start
107.500622586096	0	107504	Markers	BP
108.001611506551	0	108005	Markers	BL start
112.801505355218	0	112805	Markers	Trial start
113.065499516895	0	113069	Markers	BP
113.565488459464	0	113569	Markers	BL start
123.265273945312	0	123269	Markers	Trial start
123.541267841611	0	123545	Markers	BP
124.042256762065	0	124046	Markers	BL start
133.943037802826	0	133947	Markers	Trial start
134.186032428915	0	134190	Markers	BP
134.686021371485	0	134690	Markers	BL start
138.385939546499	0	138390	Markers	Trial start
138.674933155304	0	138679	Markers	BP
139.176922053644	0	139181	Markers	BL start
148.976705328006	0	148981	Markers	Trial start
149.214700064669	0	149219	Markers	BP
149.714689007238	0	149719	Markers	BL start
154.914574009961	0	154919	Markers	Trial start
155.23356695532	0	155238	Markers	BP
155.73355589789	0	155738	Markers	BL start
162.233412151293	0	162238	Markers	Trial start
162.514405937017	0	162519	Markers	BP
